ISO_Code,Countries,1A Government Consumption,,1B  Transfers and subsidies,,1C  Government enterprises and investment,,1Di Top marginal income tax rate,,1Dii Top marginal income and payroll tax rate,,1D  Top marginal tax rate,1  Size of Government,2A  Judicial independence,2B  Impartial courts,2C  Protection of property rights,2D  Military interference in rule of law and politics,2E Integrity of the legal system,2F Legal enforcement of contracts,2G Regulatory restrictions on the sale of real property,2H Reliability of police,2I Business costs of crime,2  Legal System & Property Rights,3A  Money growth,,3B  Standard deviation of inflation,,3C  Inflation: Most recent year,,3D  Freedom to own foreign currency bank accounts,3  Sound Money,4Ai  Revenue from trade taxes (% of trade sector),,4Aii  Mean tariff rate,,4Aiii  Standard deviation of tariff rates,,4A  Tariffs,4Bi  Non-tariff trade barriers,4Bii  Compliance costs of importing and exporting,4B  Regulatory trade barriers,4C  Black market exchange rates,4Di  Foreign ownership/investment restrictions,4Dii  Capital controls,4Diii Freedom of foreigners to visit,4D  Controls of the movement of capital and people,4  Freedom to trade internationally,5Ai  Ownership of banks,5Aii Private sector credit,5Aiii  Interest rate controls/negative real interest rates),5A  Credit market regulations,5Bi  Hiring regulations and minimum wage,5Bii  Hiring and firing regulations,5Biii  Centralized collective bargaining,5Biv  Hours Regulations,5Bv Mandated cost of worker dismissal,5Bvi  Conscription,5B  Labor market regulations,5Ci  Administrative requirements,5Cii  Bureaucracy costs,"5Ciii  Starting
a  business",5Civ  Extra payments/bribes/favoritism,5Cv Licensing restrictions,5Cvi Tax compliance,5C  Business regulations,5  Regulation,SUMMARY INDEX,Rank,,
FRA,France,2.9,30.0,1.9,30.1,8,15.9,5,46,3,57-58,4.0,4.2,6.8,5.3,7.8,9.2,8.3,6.4,7.1,7.1,6.5,7.2,9.3,3.4,9.7,0.76,9.6,1.96,10,9.7,9.6,0.6,8.9,5.5,6.1,9.7,8.2,6.2,8.6,7.4,10.0,6.6,5.4,6.6,6.2,8.0,10,7.3,10,9.1,3.3,2.6,6.8,4.0,8.5,10,5.9,2.9,1.8,9.8,7.0,7.5,8.5,6.2,7.1,7.21,58,,
GAB,Gabon,5.6,20.9,9.8,1.2,4,39.5,5,40,2,52,3.5,5.7,2.7,4.0,5.2,3.3,5.0,2.9,4.6,4.1,6.0,4.2,8.7,6.4,3.7,15.68,9.5,2.66,0,5.5,,,6.4,17.8,6.2,9.4,6.3,4.7,7.1,5.9,10.0,6.5,1.5,0.0,2.7,6.2,5,10.0,10,8.3,8.3,3.8,5.7,8.0,8.5,10,7.4,4.5,,8.2,4.6,7.9,4.5,6.0,7.2,5.78,136,,
GMB,"Gambia, The",8.9,9.7,9.6,2.0,0,53.7,7,35,7,35,7.0,6.4,4.9,5.3,5.6,3.3,5.8,5.1,6.2,6.1,7.3,5.5,9.85,-0.7,8.8,2.91,9.2,4.25,5,8.2,5.2,7.1,7.2,14.1,7.0,7.5,6.5,6.0,6.9,6.4,10.0,6.8,7.7,6.9,7.1,7.5,10,2.9,10,7.6,10.0,5.5,7.6,6.0,10.0,10,8.2,5.3,4.5,7.3,5.2,8.3,5.8,6.1,7.3,6.99,76,,
GEO,Georgia,5.9,19.8,6.5,13.3,6,27.6,10,20,10,20,10.0,7.1,3.9,3.7,4.0,4.5,,6.5,10.0,6.9,6.7,5.8,9.0,4.8,7.8,5.45,9.8,-0.94,10,9.2,9.8,0.4,9.7,1.5,8.2,4.5,9.2,6.8,8.8,7.8,10.0,5.7,6.2,8.5,6.8,8.5,10,9.7,10,9.9,10.0,6.3,7.2,8.0,9.3,1,7.0,5.6,6.4,9.9,7.0,9.7,6.9,7.6,8.1,7.73,16,,
DEU,Germany,4.4,25.1,2.1,29.3,10,8.8,5,47,5,47,5.0,5.4,8.4,6.8,8.1,10.0,8.3,6.6,7.4,8.3,7.6,7.9,8.5,7.4,9.8,0.43,9.6,2.01,10,9.5,9.6,0.6,8.9,5.5,6.1,9.7,8.2,5.7,9.0,7.3,10.0,6.5,3.8,6.6,5.6,7.8,5,10.0,10,8.3,6.7,3.8,3.9,8.0,6.3,10,6.4,4.4,1.4,9.5,7.5,9.3,7.6,6.6,7.1,7.55,28,,
GHA,Ghana,6.4,18.2,9.6,1.8,7,23.4,9,25,5,37,7.0,7.5,5.7,4.7,5.4,5.0,4.2,5.3,9.0,5.9,5.4,5.6,6.5,17.6,9.1,2.26,8.2,9.16,5,7.2,7.3,4.1,7.4,13.0,7.2,7.0,7.3,5.1,5.9,5.5,10.0,6.5,3.8,1.6,4.0,6.7,8,0.0,10,6.0,10.0,5.9,5.5,8.0,0.0,10,6.6,4.2,5.6,9.4,3.7,6.4,7.5,6.1,6.2,6.65,98,,
GRC,Greece,6.1,19.4,3.5,24.3,10,13.0,5,49,5,49,5.0,6.1,4.0,2.6,4.8,8.3,7.5,4.1,5.8,5.1,6.1,5.4,9.2,-4.0,9.4,1.50,9.7,1.50,10,9.6,9.6,0.6,8.9,5.5,6.1,9.7,8.2,6.5,7.9,7.2,10.0,4.5,3.8,6.6,5.0,7.6,8,0.4,10,6.1,5.6,4.2,4.9,4.0,5.5,3,4.5,2.1,5.1,9.5,4.0,9.2,7.8,6.3,5.7,6.87,84,,
GTM,Guatemala,8.5,11.1,9.0,4.2,8,15.8,7,31,4,42,5.5,7.7,3.4,4.0,4.7,6.7,3.3,3.4,9.3,3.0,1.6,4.4,9.3,3.6,9.0,2.42,9.2,3.78,10,9.4,9.3,1.1,8.9,5.7,7.4,6.5,8.5,5.9,7.7,6.8,10.0,6.0,8.5,8.2,7.5,8.2,10,8.0,10,9.3,5.6,5.4,7.6,6.0,1.3,3,4.8,4.2,5.9,8.8,4.5,8.4,6.3,6.4,6.8,7.31,48,,
GNB,Guinea-Bissau ,7.8,13.3,,,4,30.7,10,20,,,10.0,7.3,,2.9,,0.8,4.2,3.5,5.6,,,3.4,8.4,8.2,8.4,3.94,9.6,2.13,0,6.6,,,7.6,11.9,7.3,6.8,7.5,,6.7,6.7,10.0,,0.8,0.0,0.4,6.1,10,9.4,,9.7,3.3,,,8.0,2.5,0,3.5,,,8.0,,6.9,7.7,7.5,6.9,6.06,128,,
GUY,Guyana,8.0,12.7,,,2,46.5,7,33,4,44,5.5,5.2,4.2,4.4,4.8,6.7,2.5,4.6,7.1,3.0,5.0,4.7,8.3,8.5,9.0,2.55,9.5,2.39,5,7.9,,,7.8,10.9,5.1,12.2,6.5,5.5,7.2,6.4,10.0,5.5,6.7,3.7,5.3,7.0,10,3.6,10,7.9,10.0,6.3,7.6,10.0,5.7,10,8.3,4.6,5.4,9.2,3.2,7.7,7.1,6.2,7.4,6.46,111,,
HTI,Haiti,9.4,8.1,9.9,0.8,7,24.9,8,30,,,8.0,8.6,1.7,2.1,1.9,0.0,2.5,3.9,2.6,3.3,3.2,2.4,7.6,12.2,7.2,7.08,8.7,6.28,10,8.4,,,9.4,2.8,8.2,4.6,8.8,4.6,5.5,5.0,10.0,3.7,9.2,0.0,4.3,7.0,,7.6,10,8.8,6.7,5.1,7.2,10.0,10.0,10,8.2,4.0,7.9,4.1,3.2,3.9,7.9,5.1,7.4,6.74,92,,
HND,Honduras,6.7,17.1,10.0,0.4,10,12.1,9,25,8,28,8.5,8.8,3.3,3.6,4.0,5.0,2.5,2.9,7.7,2.3,1.5,3.6,9.7,1.6,8.9,2.73,9.0,5.20,10,9.4,9.6,0.7,8.8,5.8,7.0,7.6,8.5,4.8,8.2,6.5,10.0,5.3,2.3,7.8,5.1,7.5,10,8.1,10,9.4,0.0,4.1,5.5,8.0,2.5,10,5.0,3.4,5.4,9.0,3.6,8.5,7.5,6.2,6.9,7.24,55,,
HKG,Hong Kong,8.1,12.5,9.4,2.6,10,12.6,10,17,10,17,10.0,9.4,8.8,7.8,8.5,8.3,8.3,6.5,6.8,8.8,7.8,8.0,8.3,8.6,9.3,1.78,9.2,4.06,10,9.2,10.0,0.0,10.0,0.0,10.0,0.0,10.0,8.1,9.3,8.7,10.0,8.5,7.7,10.0,8.7,9.4,10,10.0,10,10.0,10.0,8.0,8.4,10.0,9.5,10,9.3,6.5,3.1,9.9,8.0,9.7,9.1,7.7,9.0,8.98,1,,
HUN,Hungary,3.8,27.1,4.6,20.3,8,19.7,10,16,3,46,6.5,5.7,4.8,2.9,4.5,10.0,6.7,6.6,8.0,5.3,6.4,6.1,9.5,2.6,9.8,0.61,8.9,5.71,10,9.5,9.6,0.6,8.9,5.5,6.1,9.7,8.2,5.9,7.6,6.7,10.0,6.5,3.8,6.6,5.6,7.6,10,8.8,10,9.6,7.2,5.2,6.5,4.0,7.8,10,6.8,2.4,3.0,9.7,5.1,9.6,6.9,6.1,7.5,7.30,50,,
ISL,Iceland,2.4,32.0,7.4,10.0,7,20.0,4,46,3,52,3.5,5.1,7.6,6.0,7.0,10.0,10.0,6.8,9.1,8.5,8.6,8.2,9.4,-3.0,8.4,3.89,9.0,5.19,10,9.2,9.7,0.4,8.9,5.5,1.4,21.5,6.7,5.1,8.8,6.9,10.0,3.2,0.8,6.6,3.5,6.8,10,6.3,10,8.8,5.6,7.2,5.1,8.0,10.0,10,7.7,4.9,3.2,9.8,8.2,9.6,8.4,7.3,7.9,7.43,37,,
IND,India,6.7,17.1,9.1,3.8,5,25.7,8,30,8,30,8.0,7.2,6.2,4.7,5.6,6.7,6.7,2.6,6.9,5.0,6.1,5.6,9.4,2.9,9.4,1.61,8.1,9.31,0,6.7,7.8,3.4,7.3,13.7,3.2,17.0,6.1,5.6,7.6,6.6,10.0,5.7,0.0,0.3,2.0,6.2,2,8.8,10,6.9,10.0,5.2,7.2,10.0,6.3,10,8.1,3.5,5.1,8.2,3.6,3.4,7.3,5.2,6.7,6.49,110,,
IDN,Indonesia,7.6,14.0,8.7,5.2,7,,8,30,7,35,7.5,7.7,4.4,4.9,5.1,4.2,5.0,1.7,6.0,5.0,5.6,4.7,8.5,7.3,7.9,5.15,9.1,4.28,10,8.9,9.1,1.4,8.6,7.0,5.9,10.3,7.8,5.5,7.3,6.4,10.0,6.0,1.5,1.2,2.9,6.8,5,9.6,10,8.2,2.2,5.5,6.0,10.0,0.0,5,4.8,4.9,4.8,8.1,3.9,8.2,7.1,6.2,6.4,6.89,80,,
IRN,Iran,6.6,17.5,8.0,7.9,4,35.3,7,35,7,37,7.0,6.4,4.5,3.5,5.5,7.5,6.7,5.6,5.8,5.5,5.4,5.5,9.8,-1.0,6.1,9.68,0.0,110.00,10,6.5,7.5,3.7,4.7,26.6,0.0,28.2,4.1,4.9,5.8,5.3,0.0,2.8,0.0,0.0,0.9,2.6,0,9.3,0,3.1,7.8,4.0,4.3,8.0,2.5,1,4.6,3.1,5.6,9.5,4.6,5.3,6.1,5.7,4.5,5.10,147,,
IRL,Ireland,3.7,27.3,5.0,18.9,8,19.1,5,41,3,53,4.0,5.2,8.9,6.2,7.9,10.0,10.0,3.9,8.4,8.5,7.5,7.9,9.7,1.3,9.3,1.76,9.7,1.69,10,9.7,9.6,0.6,8.9,5.5,6.1,9.7,8.2,6.6,8.9,7.7,10.0,8.8,8.5,9.0,8.7,8.7,8,5.0,10,7.7,8.9,5.4,6.1,10.0,7.5,10,8.0,4.9,2.4,9.7,8.1,7.6,9.1,7.0,7.5,7.80,14,,
ISR,Israel,3.3,28.9,7.5,9.8,10,7.3,5,48,5,48,5.0,6.4,7.9,5.2,6.6,4.2,8.3,3.5,6.1,5.8,6.9,6.1,6.9,15.7,9.3,1.73,9.7,1.71,10,9.0,9.8,0.4,8.9,5.7,4.9,12.8,7.8,5.3,8.7,7.0,10.0,6.7,5.4,7.8,6.6,7.9,10,7.4,10,9.1,8.9,5.2,6.4,8.0,2.5,0,5.2,3.4,3.6,9.5,6.8,7.3,7.4,6.3,6.9,7.24,55,,
ITA,Italy,4.5,24.8,3.4,24.6,5,10.6,5,47-49,2,61-62,3.5,4.1,4.5,2.3,5.4,10.0,6.7,3.6,8.3,6.7,5.8,5.9,9.6,1.9,9.6,0.93,9.4,3.04,10,9.7,9.6,0.6,8.9,5.5,6.1,9.7,8.2,5.6,7.4,6.5,10.0,3.9,6.9,6.6,5.8,7.6,10,8.2,10,9.4,7.2,2.6,3.4,8.0,10.0,10,6.9,1.9,3.5,9.6,4.4,6.8,7.0,5.5,7.3,6.92,79,,
JAM,Jamaica,7.1,15.9,9.4,2.8,7,21.9,9,25,5,38,7.0,7.6,5.7,4.0,5.5,10.0,3.3,2.8,6.2,4.4,2.2,4.9,8.4,7.9,7.4,6.50,8.6,6.90,10,8.6,8.2,2.7,8.5,7.6,5.7,10.8,7.5,6.4,7.4,6.9,10.0,6.3,0.0,8.1,4.8,7.3,10,5.2,10,8.4,8.9,5.6,7.0,10.0,6.5,10,8.0,3.0,5.1,9.7,4.3,8.3,5.9,6.1,7.5,7.18,62,,
JPN,Japan,4.4,25.2,3.7,23.5,10,15.0,5,50,5,50,5.0,5.8,8.3,5.7,8.0,8.3,8.3,5.8,7.8,7.9,7.0,7.5,9.6,1.8,9.7,0.68,10.0,-0.03,10,9.8,9.6,0.6,9.1,4.6,2.7,18.2,7.1,4.9,8.6,6.7,10.0,6.5,3.8,6.9,5.8,7.4,8,6.3,10,8.1,8.9,3.2,8.1,10.0,10.0,10,8.4,4.0,1.3,9.2,8.2,7.7,6.3,6.1,7.5,7.60,23,,
JOR,Jordan,6.3,18.5,7.4,9.9,10,10.2,10,14,8,29,9.0,8.2,5.7,5.6,7.2,7.5,6.7,3.4,7.1,7.6,8.1,6.5,9.8,0.8,8.0,5.02,9.0,4.77,10,9.2,9.3,1.1,7.8,10.9,4.1,14.8,7.1,5.7,8.1,6.9,10.0,5.9,6.9,10.0,7.6,7.9,10,0.2,10,6.7,8.9,5.0,7.0,10.0,10.0,10,8.5,4.7,4.8,9.4,6.3,8.9,8.3,7.1,7.4,7.86,9,,
KAZ,Kazakhstan,5.9,20.1,8.9,4.5,4,22.0,10,10,8,30,9.0,6.9,4.0,4.6,5.4,8.3,5.8,6.3,9.5,4.9,7.0,6.2,8.1,9.4,6.8,8.11,9.0,5.11,10,8.5,4.8,7.7,8.1,9.5,5.5,11.2,6.2,5.9,0.7,3.3,10.0,5.3,2.3,0.0,2.5,5.5,8,10.0,10,9.3,10.0,6.0,7.6,10.0,9.3,3,7.6,4.4,5.6,9.6,4.8,8.2,7.9,6.8,7.9,7.00,74,,
KEN,Kenya,6.4,18.2,9.9,0.9,4,29.4,8,30,8,30,8.0,7.1,5.0,4.6,4.9,6.7,3.3,4.1,7.2,4.5,3.9,4.9,8.8,6.1,8.2,4.46,8.1,9.38,10,8.8,7.9,3.1,7.4,12.9,5.2,12.0,6.9,4.6,6.4,5.5,10.0,5.5,3.8,3.6,4.3,6.7,10,4.9,10,8.3,7.8,6.2,6.9,8.0,9.6,10,8.1,4.3,5.1,8.6,3.5,8.5,6.5,6.1,7.5,6.98,77,,
KOR,"Korea, South",5.1,22.8,8.4,6.5,8,17.3,6,42,6,42,6.0,6.9,4.2,3.8,5.9,6.7,8.3,8.1,8.2,6.3,6.5,6.4,9.1,4.6,9.5,1.15,9.6,2.20,10,9.5,9.5,0.8,7.3,13.3,0.0,53.5,5.6,5.1,9.1,7.1,10.0,5.5,6.9,10.0,7.5,7.5,8,10.0,10,9.3,6.7,4.1,7.0,8.0,2.5,0,4.7,3.7,3.8,9.7,5.3,9.8,7.9,6.7,6.9,7.46,33,,
KWT,Kuwait,0.0,40.7,7.7,8.8,7,,10,0,10,0,10.0,6.2,6.6,4.6,6.7,8.3,8.3,5.1,8.9,6.3,8.2,7.0,8.9,5.6,3.2,16.92,9.4,2.83,10,7.9,9.6,0.5,9.1,4.7,7.9,5.3,8.9,4.9,7.6,6.3,10.0,3.3,5.0,4.2,4.2,7.3,10,10.0,8,9.3,10.0,4.3,7.4,6.0,4.4,10,7.0,2.0,5.5,8.7,5.3,8.6,8.9,6.5,7.6,7.20,59,,
KGZ,Kyrgyz Republic,6.8,16.9,8.5,5.8,6,27.8,10,10,7,32,8.5,7.5,2.0,2.6,3.2,3.9,,6.3,9.8,3.3,5.4,4.5,7.1,14.7,6.4,8.88,9.5,2.69,10,8.2,8.6,2.1,9.1,4.6,8.0,5.0,8.6,5.4,0.3,2.8,10.0,4.6,3.1,6.3,4.7,6.5,8,7.8,10,8.6,5.0,5.6,7.6,10.0,7.8,1,6.1,3.6,7.3,9.7,2.6,8.4,7.6,6.5,7.1,6.77,90,,
LVA,Latvia,5.7,20.5,5.2,18.2,6,,9,25,3,46,6.0,5.7,4.9,3.4,5.6,8.3,8.3,5.5,9.0,5.6,7.4,6.5,9.0,4.8,7.2,6.88,9.6,2.25,10,9.0,9.6,0.6,8.9,5.5,6.1,9.7,8.2,6.2,8.6,7.4,10.0,6.5,6.9,6.6,6.7,8.1,8,10.0,10,9.3,2.2,5.4,8.0,8.0,7.8,10,6.9,4.0,4.3,9.6,5.4,8.4,7.0,6.5,7.6,7.36,44,,
LBN,Lebanon,6.9,16.5,7.3,10.5,10,8.2,9,21,,,9.0,8.3,2.2,2.5,4.9,3.3,6.7,3.2,7.6,3.6,5.4,4.4,9.32,3.4,9.1,2.20,9.0,4.80,10,9.4,8.9,1.6,8.7,6.3,3.9,15.3,7.2,5.4,6.4,5.9,10.0,4.8,1.5,9.3,5.2,7.1,,3.5,10,6.7,5.6,5.3,6.8,10.0,10.0,10,7.9,3.2,6.3,8.8,2.3,6.3,8.0,5.8,6.8,7.19,60,,
LSO,Lesotho,3.1,29.6,9.0,4.3,4,34.3,7,35,,,7.0,5.8,4.1,4.1,3.8,7.0,,3.9,6.3,4.8,4.1,4.8,8.8,-5.8,9.0,2.38,8.8,6.10,5,7.9,0.0,23.8,8.0,10.2,4.0,14.9,4.0,5.4,5.5,5.4,10.0,6.8,2.3,6.5,5.2,6.2,10,10.0,10,10.0,7.8,4.8,5.7,8.0,6.5,10,7.1,4.6,6.9,9.0,4.8,4.0,6.4,5.9,7.7,6.46,111,,
LTU,Lithuania,5.4,21.7,6.1,15.0,10,9.8,10,15,4,42,7.0,7.1,4.5,3.8,5.4,8.3,6.7,6.8,9.7,5.4,6.9,6.4,8.7,6.4,8.2,4.61,8.6,6.83,10,8.9,9.6,0.6,8.9,5.5,6.1,9.7,8.2,5.7,8.8,7.3,10.0,5.2,3.1,6.6,5.0,7.6,10,8.2,10,9.4,8.3,3.5,8.2,8.0,6.3,10,7.4,3.4,4.0,9.8,5.6,9.2,8.0,6.7,7.8,7.56,27,,
LUX,Luxembourg,1.4,35.3,3.2,25.3,8,19.9,4,41,3,48,3.5,4.0,7.8,7.0,8.4,10.0,10.0,7.5,6.2,8.4,8.8,8.2,8.5,7.6,9.1,2.25,9.5,2.66,10,9.3,9.6,0.6,8.9,5.5,6.1,9.7,8.2,7.1,9.1,8.1,10.0,8.4,3.8,6.6,6.3,8.1,8,9.6,10,9.2,2.2,3.8,6.2,4.0,8.5,10,5.8,5.4,2.0,9.3,8.3,8.3,9.4,7.1,7.4,7.40,39,,
MKD,Macedonia,6.1,19.4,4.6,20.5,4,33.8,10,10,7,34,8.5,5.8,3.6,3.7,5.8,5.1,,4.2,8.3,5.7,6.5,5.4,9.4,2.8,9.0,2.62,9.3,3.32,5,8.2,9.5,0.7,8.6,7.0,6.5,8.7,8.2,5.5,8.5,7.0,10.0,5.8,3.1,7.8,5.6,7.7,10,8.4,10,9.5,7.2,5.3,7.6,8.0,7.8,10,7.6,4.7,5.3,9.9,5.7,8.5,8.7,7.1,8.1,7.02,72,,
MDG,Madagascar,8.9,9.8,9.3,2.9,10,9.6,9,21,7,34,8.0,9.1,1.9,3.1,3.2,1.7,4.2,2.4,5.2,2.9,4.2,3.2,9.0,5.2,9.5,1.33,8.7,6.36,5,8.0,4.8,7.9,7.6,11.8,7.3,6.8,6.6,4.6,7.0,5.8,10.0,5.4,0.0,0.0,1.8,6.0,10,8.1,10,9.4,1.1,5.5,6.8,8.0,7.1,1,4.9,3.9,6.6,9.6,3.3,6.3,7.9,6.3,6.8,6.64,101,,
MWI,Malawi,5.6,21.1,9.8,1.2,0,51.1,8,30,5,40,6.5,5.5,5.0,4.8,4.7,6.7,4.2,2.2,8.0,4.9,4.8,5.0,7.9,10.7,7.8,5.57,5.7,21.27,5,6.6,4.6,8.1,7.5,12.7,5.6,11.0,5.9,5.1,4.6,4.9,8.7,5.6,1.5,6.8,4.6,6.0,8,6.5,10,8.2,4.4,5.1,7.0,10.0,5.7,10,7.0,4.5,5.3,7.5,3.8,4.8,8.0,5.6,6.9,6.01,131,,
MYS,Malaysia,5.4,21.7,8.5,6.2,2,42.0,8,26,8,26,8.0,6.0,5.9,6.5,7.0,8.3,6.7,5.6,8.7,6.5,6.0,6.8,8.9,5.6,7.5,6.36,9.7,1.66,0,6.5,9.8,0.3,8.7,6.5,2.3,19.3,6.9,6.3,8.7,7.5,10.0,7.1,0.8,10.0,5.9,7.6,10,8.6,10,9.5,10.0,5.8,7.5,10.0,4.2,10,7.9,6.0,3.3,9.7,6.0,8.8,8.5,7.1,8.2,7.00,74,,
MLI,Mali,8.1,12.5,10.0,0.3,5,19.8,5,40,2,53,3.5,6.6,2.7,3.7,3.8,4.2,5.0,2.6,5.5,4.1,3.8,3.9,8.2,9.2,8.4,4.00,8.9,5.43,0,6.4,7.9,3.1,7.6,11.9,7.3,6.8,7.6,4.4,6.0,5.2,10.0,4.6,0.8,2.4,2.6,6.3,8,9.0,8,8.3,6.7,5.2,6.6,8.0,7.6,0,5.7,3.9,6.4,7.9,2.2,7.3,7.0,5.8,6.6,5.98,133,,
MLT,Malta,4.1,26.1,5.9,15.4,6,,7,35,7,35,7.0,5.8,6.3,4.9,7.6,10.0,8.3,4.5,8.0,7.1,7.9,7.2,8.6,7.2,9.8,0.49,9.5,2.42,10,9.5,9.6,0.6,8.9,5.5,6.1,9.7,8.2,6.3,8.7,7.5,10.0,6.8,6.9,6.6,6.8,8.1,10,7.7,10,9.2,6.1,4.8,7.2,6.0,10.0,10,7.4,3.9,4.3,8.6,5.1,7.0,8.4,6.2,7.6,7.63,20,,
MRT,Mauritania,6.7,17.1,,,7,20.6,8,30,5,40,6.5,6.7,2.4,3.0,3.0,3.3,,6.3,7.5,3.3,7.2,4.5,8.2,8.9,5.2,12.06,9.0,4.94,5,6.9,,,8.1,9.6,7.2,7.0,7.6,4.4,5.2,4.8,10.0,3.9,3.3,0.0,2.4,6.2,,10.0,10,10.0,5.6,4.4,6.6,8.0,7.9,10,7.1,3.9,7.6,7.9,2.5,4.7,2.2,4.8,7.3,6.32,120,,
MUS,Mauritius,7.3,15.3,8.5,5.9,7,24.0,10,15,8,26,9.0,7.9,6.7,6.0,6.8,8.9,,5.0,6.2,5.9,6.9,6.6,9.5,2.6,9.0,2.44,9.2,3.85,10,9.4,9.8,0.4,9.8,1.1,8.5,3.8,9.3,6.3,8.7,7.5,10.0,6.9,4.6,9.0,6.8,8.4,10,9.6,10,9.9,10.0,5.1,6.1,8.0,7.5,10,7.8,4.7,4.7,9.8,5.7,6.8,8.3,6.7,8.1,8.09,5,,
MEX,Mexico,7.5,14.6,7.9,8.1,7,23.8,8,30,4,43,6.0,7.1,3.9,3.9,5.3,5.8,2.5,5.6,6.9,3.3,3.0,4.5,8.7,6.5,9.5,1.19,9.2,4.11,5,8.1,9.4,0.9,8.4,7.8,2.6,18.5,6.8,5.7,8.6,7.1,10.0,6.8,1.5,4.2,4.2,7.0,10,8.4,10,9.5,6.7,3.9,6.5,8.0,4.8,3,5.5,3.4,4.7,9.6,4.2,8.9,6.3,6.2,7.0,6.75,91,,
MDA,Moldova,6.2,19.0,6.3,13.9,10,9.4,10,18,4,41,7.0,7.4,1.5,2.6,3.6,6.7,7.5,6.2,9.6,3.4,6.7,5.3,8.3,8.6,8.6,3.47,9.1,4.64,5,7.7,9.2,1.2,9.1,4.6,7.7,5.8,8.7,5.6,5.3,5.4,10.0,4.8,0.0,4.8,3.2,6.8,10,8.4,10,9.5,5.6,4.4,7.4,6.0,6.8,3,5.5,3.1,5.4,9.7,3.4,6.1,8.0,5.9,7.0,6.85,86,,
MNG,Mongolia,5.6,21.0,6.4,13.7,8,17.0,10,10,8,29,9.0,7.2,3.1,3.1,4.3,8.3,6.7,6.2,9.1,4.5,6.2,5.7,6.8,15.8,6.5,8.66,7.0,14.98,10,7.6,8.8,1.8,9.0,5.0,9.7,0.7,9.2,5.3,2.9,4.1,10.0,5.8,6.7,0.5,4.3,6.9,,7.5,10,8.7,8.9,5.1,7.9,8.0,9.3,3,7.0,3.1,6.7,9.6,3.8,7.9,7.8,6.5,7.4,6.98,77,,
MNE,Montenegro,6.2,18.9,,,5,25.1,10,10,5,40,7.5,6.2,4.4,4.5,5.4,7.8,,4.8,7.7,6.1,6.9,5.9,9.4,-2.8,8.5,3.75,9.6,1.86,10,9.4,7.8,3.3,9.1,4.3,7.6,6.0,8.2,5.4,8.1,6.8,10.0,6.0,6.9,5.1,6.0,7.7,10,10.0,10,10.0,5.6,5.1,6.5,8.0,7.8,10,7.2,4.3,4.8,9.7,5.1,6.2,6.4,6.1,7.7,7.41,38,,
MAR,Morocco,4.6,24.3,7.0,11.4,8,17.7,5,38,3,46,4.0,5.9,4.0,4.2,6.4,6.7,7.5,5.1,6.9,6.1,7.1,6.0,9.8,0.9,9.0,2.54,9.7,1.28,0,7.1,9.1,1.3,7.4,12.9,1.8,20.4,6.1,6.4,8.2,7.3,10.0,7.2,0.8,7.4,5.1,7.1,5,7.7,8,6.9,1.1,4.5,7.2,8.0,5.3,1,4.5,4.2,4.9,9.5,5.3,8.9,7.4,6.7,6.0,6.45,113,,
MOZ,Mozambique,7.4,15.0,9.0,4.1,6,25.8,7,32,5,38,6.0,7.1,2.6,3.4,4.1,6.7,5.0,0.0,6.7,3.6,4.9,4.1,7.6,12.1,8.3,4.37,9.6,2.09,0,6.4,8.9,1.7,8.0,10.1,7.1,7.4,8.0,5.3,6.8,6.1,10.0,6.3,0.0,0.9,2.4,6.6,10,7.7,10,9.2,3.3,4.3,4.8,6.0,0.0,0,3.1,4.1,6.8,9.4,3.5,8.3,7.4,6.6,6.3,6.09,127,,
MMR,Myanmar,8.0,12.8,,,4,,8,30,5,40,6.5,6.2,3.1,2.4,2.5,2.5,5.0,1.9,5.5,3.3,3.3,3.3,7.6,11.9,8.5,3.70,9.7,1.47,0,6.5,0.0,57.2,8.9,5.6,7.3,6.7,5.4,4.9,6.4,5.7,10.0,3.8,0.0,0.0,1.3,5.6,0,5.9,10,5.3,0.0,5.4,7.6,10.0,6.3,0,4.9,2.8,,2.5,2.1,7.3,8.3,4.6,4.9,5.28,143,,
NAM,Namibia,3.1,29.3,8.9,4.7,4,33.8,6,37,6,37,6.0,5.5,6.2,5.4,6.8,10.0,8.3,4.8,4.4,5.1,4.8,6.2,9.2,4.0,8.8,3.09,8.7,6.54,0,6.7,5.2,7.2,8.5,7.6,5.2,12.0,6.3,5.5,6.8,6.2,10.0,6.1,1.5,4.6,4.1,6.6,10,7.9,8,8.6,10.0,3.1,6.5,8.0,8.3,10,7.6,4.2,4.7,7.7,4.9,8.9,6.5,6.1,7.5,6.50,109,,
NPL,Nepal,8.1,12.3,9.4,2.6,7,23.3,5,40,,,5.0,7.4,3.8,3.3,4.1,2.6,,3.4,8.3,4.5,3.8,4.2,8.7,6.3,8.7,3.13,8.1,9.45,0,6.4,5.7,6.5,7.5,12.3,5.9,10.3,6.4,4.9,4.2,4.6,10.0,4.0,0.0,10.0,4.7,6.4,8,9.8,4,7.3,3.3,3.7,5.2,10.0,2.6,10,5.8,3.5,6.7,9.1,3.0,8.1,6.3,6.1,6.4,6.16,126,,
